ID,MakeText,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Seats,TransmissionTypeText,color,extracted-value-ConsumptionTotalText,extracted-unit-ConsumptionTotalText
1048.0,FERRARI,MONDIAL,silber mét.,Coupé,3402,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1992,Benzin,286,null,16500,4,Schaltgetriebe manuell,silver,null,""
1087.0,MERCEDES-BENZ,SL 600,weiss,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,1,2003,Benzin,500,anthrazit,43000,2,Automat,white,14.4,l/100km
531.0,BMW,X5,schwarz,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,5,2003,Benzin,286,grau,66800,5,Automat sequentiell,black,13.9,l/100km
544.0,MERCEDES-BENZ,CL 600,schwarz,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,11,2003,Benzin,500,schwarz,41100,4,Automat,black,14.7,l/100km
78.0,MERCEDES-BENZ,SL 63 AMG,blau,Cabriolet,6209,Zuzwil,328 g/km,Occasion,G,14.1 l/100km,2,Hinterradantrieb,3,2012,Benzin,525,schwarz,19999,2,Automat sequentiell,blue,14.1,l/100km
937.0,BMW,M3,silber mét.,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,11,2002,Benzin,343,schwarz,23900,4,Schaltgetriebe manuell,silver,12.1,l/100km
115.0,MERCEDES-BENZ,SL 55 AMG,blau mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,12,2008,Benzin,517,schwarz,41000,2,Automat sequentiell,blue,13.5,l/100km
120.0,MERCEDES-BENZ,SL 600,blau mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,anthrazit,14500,2,Automat,blue,14.4,l/100km
29.0,GIOTTILINE,"",anthrazit mét.,Wohnkabine,2198,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,4,2014,Diesel,131,mehrfarbig,200,4,Schaltgetriebe,anthrazit,null,""
601.0,ASTON MARTIN,V8 Vantage,schwarz,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2007,Benzin,385,schwarz,28800,2,Schaltgetriebe manuell,black,15.0,l/100km
796.0,AUDI,R8,schwarz mét.,Coupé,5204,Zuzwil,327 g/km,Occasion,G,13.7 l/100km,2,Allrad,7,2009,Benzin,525,schwarz,26500,2,Automatisiertes Schaltgetriebe,black,13.7,l/100km
918.0,BENTLEY,ARNAGE,silber mét.,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,6,1999,Benzin,354,beige,85700,5,Automat,silver,19.9,l/100km
297.0,AUDI,RS6,grau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2004,Benzin,450,schwarz,93500,5,Automat sequentiell,grey,14.6,l/100km
497.0,AUDI,RS6,rot,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,9,2010,Benzin,580,null,38000,5,Automat,red,14.0,l/100km
572.0,BMW,760,schwarz,Limousine,5972,Zuzwil,330 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,1,2003,Benzin,445,beige,94500,5,Automat sequentiell,black,13.6,l/100km
696.0,MASERATI,QUATTROPORTE,schwarz mét.,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,5,2006,Benzin,400,beige,10600,5,Automatisiertes Schaltgetriebe,black,15.8,l/100km
735.0,BMW,X5,schwarz mét.,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,6,2003,Benzin,347,schwarz,21800,5,Automat sequentiell,black,14.9,l/100km
1094.0,McLAREN,12C,weiss,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,schwarz,23000,2,Automatisiertes Schaltgetriebe,white,12.3,l/100km
1112.0,BENTLEY,ARNAGE,weiss,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,2000,Benzin,405,beige,85700,5,Automatik-Getriebe,white,null,""
1114.0,RENAULT,ALPINE,weiss,Coupé,2457,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,185,grau,98600,4,Schaltgetriebe manuell,white,null,""
287.0,AUDI,RS6,grau mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,4,2003,Benzin,450,schwarz,32900,5,Automat sequentiell,grey,14.6,l/100km
435.0,SAAB,9-3,grün mét.,Cabriolet,1985,Zuzwil,210 g/km,Occasion,G,8.8 l/100km,2,Vorderradantrieb,5,2003,Benzin,185,schwarz,138000,4,Schaltgetriebe manuell,grün,8.8,l/100km
653.0,LAMBORGHINI,DIABLO,schwarz mét.,Cabriolet,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Allrad,5,1998,Benzin,530,rot,13960,2,Schaltgetriebe manuell,black,24.9,l/100km
802.0,MERCEDES-BENZ,CLK 63 AMG,schwarz mét.,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,schwarz,45000,2,Automat sequentiell,black,15.3,l/100km
640.0,BENTLEY,CONTINENTAL,schwarz mét.,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2007,Benzin,560,mehrfarbig,50900,4,Automat,black,17.1,l/100km
8.0,ASTON MARTIN,DB9,anthrazit mét.,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,11,2005,Benzin,457,schwarz,31800,4,Automat sequentiell,anthrazit,16.5,l/100km
970.0,PORSCHE,CARRERA GT,silber mét.,Cabriolet,5733,Zuzwil,429 g/km,Occasion,G,17.8 l/100km,2,Hinterradantrieb,12,2006,Benzin,612,null,12000,2,Schaltgetriebe manuell,silver,17.8,l/100km
161.0,FERRARI,458,blau mét.,Coupé,4497,Zuzwil,275 g/km,Neu,G,11.8 l/100km,2,Hinterradantrieb,1,2015,Benzin,619,schwarz,200,2,Automatisiertes Schaltgetriebe,blue,11.8,l/100km
187.0,AUDI,RS6,blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,700,schwarz,46000,5,Automat sequentiell,blue,14.0,l/100km
244.0,AUDI,RS6,grau,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,10,2008,Benzin,580,null,41900,5,Automat sequentiell,grey,14.0,l/100km
351.0,PORSCHE,911,grau mét.,Coupé,3387,Zuzwil,295 g/km,Occasion,null,12.0 l/100km,2,Allrad,11,1999,Benzin,300,schwarz,47700,4,Schaltgetriebe manuell,grey,12.0,l/100km
383.0,BMW,Z4,grün,Cabriolet,2494,Zuzwil,216 g/km,Occasion,G,8.9 l/100km,2,Hinterradantrieb,3,2003,Benzin,192,schwarz,103600,2,Schaltgetriebe manuell,grün,8.9,l/100km
482.0,BENTLEY,ARNAGE,rot,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,5,2002,Benzin,457,braun,62000,5,Automat,red,20.6,l/100km
514.0,NISSAN,SUNNY,schwarz,Limousine,1997,Zuzwil,null,Occasion,null,null,3,Allrad,1,1992,null,250,schwarz,98000,0,Schaltgetriebe,black,null,""
518.0,SEAT,IBIZA,schwarz,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,anthrazit,132200,5,Schaltgetriebe manuell,black,5.1,l/100km
238.0,DAIMLER,XJ,gold mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1996,Benzin,241,beige,94800,5,Automat,gold,null,""
360.0,TALBOT,MATRA,grau mét.,Coupé,2155,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,4,1982,Benzin,118,grau,182200,3,Schaltgetriebe manuell,grey,null,""
515.0,ALFA ROMEO,GTV,schwarz,Coupé,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,130,schwarz,18400,4,Schaltgetriebe,black,null,""
564.0,JAGUAR,E,schwarz,Cabriolet,5343,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,269,schwarz,49200,2,Automat,black,null,""
841.0,MERCEDES-BENZ,E 55 AMG,silber,Limousine,5439,Zuzwil,310 g/km,Occasion,G,12.9 l/100km,4,Hinterradantrieb,2,2004,Benzin,476,schwarz,147400,5,Automat,silver,12.9,l/100km
1077.0,MASERATI,COUPÉ GT,weiss,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,7,2002,Benzin,390,beige,95300,4,Automatik-Getriebe,white,17.5,l/100km
28.0,PORSCHE,911,anthrazit mét.,Cabriolet,3387,Zuzwil,304 g/km,Occasion,null,12.0 l/100km,2,Hinterradantrieb,7,1998,Benzin,300,schwarz,89500,4,Automat,anthrazit,12.0,l/100km
455.0,PORSCHE,CAYENNE,rot,SUV / Geländewagen,4806,Zuzwil,329 g/km,Occasion,G,13.7 l/100km,5,Allrad,9,2007,Benzin,385,schwarz,78400,5,Automat,red,13.7,l/100km
807.0,AUDI,RS5,schwarz mét.,Coupé,4163,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,2,Allrad,1,2011,Benzin,450,schwarz,31750,4,Automatisiertes Schaltgetriebe,black,10.8,l/100km
869.0,RENAULT,ALPINE,silber mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1982,Benzin,150,null,31000,4,Schaltgetriebe manuell,silver,null,""
1007.0,PORSCHE,CAYENNE,silber mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,4,2004,Benzin,450,schwarz,91600,5,Automat,silver,15.7,l/100km
54.0,LAND ROVER,RANGE ROVER SPORT,blau,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,6,2006,Benzin,390,schwarz,49900,5,Automat,blue,15.9,l/100km
882.0,MERCEDES-BENZ,S 65 AMG,silber mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2008,Benzin,612,schwarz,56200,5,Automat sequentiell,silver,14.8,l/100km
963.0,PORSCHE,CAYENNE,silber mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Neu,G,15.7 l/100km,5,Allrad,5,2007,Benzin,521,schwarz,400,5,Automat sequentiell,silver,15.7,l/100km
1067.0,RENAULT,Alpine A110,silber mét.,Coupé,1288,Zuzwil,null,Occasion,null,null,2,null,0,1973,Benzin,0,schwarz,75700,2,Schaltgetriebe,silver,null,""
1149.0,MERCEDES-BENZ,S 65 AMG,weiss mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,3,2007,Benzin,612,schwarz,102000,5,Automat sequentiell,white,14.8,l/100km
441.0,BENTLEY,TURBO,rot,Limousine,6749,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,5,1990,Benzin,320,null,60100,5,Automat,red,null,""
452.0,LAND ROVER,RANGE ROVER,rot,SUV / Geländewagen,4398,Zuzwil,389 g/km,Occasion,G,16.2 l/100km,5,Allrad,12,2003,Benzin,286,beige,90400,5,Automat sequentiell,red,16.2,l/100km
707.0,MERCEDES-BENZ,E 63 AMG,schwarz mét.,Limousine,6209,Zuzwil,341 g/km,Occasion,G,14.3 l/100km,4,Hinterradantrieb,7,2007,Benzin,515,schwarz,39900,5,Automat sequentiell,black,14.3,l/100km
2.0,AUDI,RS6,anthrazit,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,null,25400,5,Automat sequentiell,anthrazit,14.0,l/100km
368.0,MERCEDES-BENZ,S 320,grau mét.,Limousine,3222,Zuzwil,204 g/km,Occasion,G,7.7 l/100km,4,Hinterradantrieb,2,2004,Diesel,204,schwarz,9900,5,Automat,grey,7.7,l/100km
454.0,FERRARI,F355,rot,Cabriolet,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,10,1998,Benzin,380,null,67000,2,Automatisiertes Schaltgetriebe,red,20.8,l/100km
540.0,FERRARI,F40 / F50,schwarz,Coupé,2935,Sursee,null,Occasion,null,null,2,Hinterradantrieb,2,1989,null,478,null,7000,2,Schaltgetriebe,black,null,""
80.0,LANCIA,DELTA,blau,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,beige,68000,5,Schaltgetriebe,blue,null,""
94.0,MASERATI,COUPÉ GT,blau mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,schwarz,53000,4,Automatisiertes Schaltgetriebe,blue,17.5,l/100km
966.0,BMW,328,silber mét.,Limousine,2793,Zuzwil,216 g/km,Occasion,null,9.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,193,grau,86300,5,Automatik-Getriebe,silver,9.1,l/100km
1130.0,BMW,320,weiss,Limousine,1995,Zuzwil,143 g/km,Occasion,D,5.4 l/100km,4,Allrad,2,2009,Diesel,177,schwarz,110600,5,Schaltgetriebe manuell,white,5.4,l/100km
125.0,AUDI,RS6,blau mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,mehrfarbig,114200,5,Automat,blue,14.0,l/100km
685.0,RENAULT,R12,schwarz mét.,Limousine,1565,Zuzwil,null,Occasion,null,null,4,null,4,1972,Benzin,0,schwarz,14873,0,null,black,null,""
734.0,AUDI,RS4,schwarz mét.,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,11,2000,Benzin,380,null,51800,5,Schaltgetriebe manuell,black,12.0,l/100km
827.0,MERCEDES-BENZ,SL 600,schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,3,2004,Benzin,500,anthrazit,96400,2,Automat,black,14.4,l/100km
298.0,FERRARI,F550,grau mét.,Coupé,5474,Zuzwil,530 g/km,Occasion,null,22.9 l/100km,2,Hinterradantrieb,5,1997,Benzin,485,schwarz,62000,2,Schaltgetriebe manuell,grey,22.9,l/100km
456.0,MERCEDES-BENZ,S 63 AMG,rot,Limousine,5461,Zuzwil,237 g/km,Occasion,G,10.1 l/100km,4,Hinterradantrieb,10,2013,Benzin,585,schwarz,4900,5,Automatisiertes Schaltgetriebe,red,10.1,l/100km
543.0,BMW,M3,schwarz,Limousine,2301,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1987,Benzin,195,schwarz,88000,4,Schaltgetriebe manuell,black,null,""
722.0,BMW,523,schwarz mét.,Kombi,2494,Zuzwil,235 g/km,Vorführmodell,null,9.8 l/100km,5,Hinterradantrieb,9,1997,Benzin,170,grau,112300,5,Automatik-Getriebe,black,9.8,l/100km
895.0,AUDI,QUATTRO,silber mét.,Coupé,2225,Zuzwil,null,Occasion,null,null,2,Allrad,1,1990,Benzin,220,grau,125000,5,Schaltgetriebe manuell,silver,null,""
232.0,TOYOTA,MR2,gelb,Coupé,1997,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1990,Benzin,156,schwarz,135800,2,Schaltgetriebe manuell,gelb,null,""
307.0,FERRARI,612,grau mét.,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,7,2004,Benzin,540,null,45000,4,Automatisiertes Schaltgetriebe,grey,20.7,l/100km
698.0,MERCEDES-BENZ,SL 500,schwarz mét.,Cabriolet,4966,Zuzwil,300 g/km,Occasion,null,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,306,schwarz,51000,2,Automat,black,12.5,l/100km
82.0,TOYOTA,CELICA,blau,Coupé,1988,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1976,Benzin,120,mehrfarbig,38700,4,Schaltgetriebe manuell,blue,null,""
829.0,MASERATI,GRANTURISMO,schwarz mét.,Coupé,4244,Zuzwil,330 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,12,2009,Benzin,405,braun,8700,4,Automat sequentiell,black,14.3,l/100km
916.0,BMW,2002,silber mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1974,Benzin,133,mehrfarbig,93500,5,Schaltgetriebe,silver,null,""
1092.0,AUDI,A8,weiss,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,3,1997,Benzin,300,schwarz,94700,5,Automat,white,13.5,l/100km
1129.0,AUDI,A8,weiss,Limousine,4170,Zuzwil,322 g/km,Occasion,null,13.4 l/100km,4,Allrad,3,1996,Benzin,300,blau,143700,5,Automat sequentiell,white,13.4,l/100km
196.0,MERCEDES-BENZ,S 320,bordeaux,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,6,2000,Benzin,224,anthrazit,14100,5,Automat,bordeaux,11.5,l/100km
300.0,MERCEDES-BENZ,S 500,grau mét.,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,9,1999,Benzin,299,schwarz,112800,5,Automat,grey,12.5,l/100km
338.0,LAMBORGHINI,GALLARDO,grau mét.,Cabriolet,5204,Zuzwil,330 g/km,Occasion,G,13.8 l/100km,2,Allrad,4,2011,Benzin,560,schwarz,4900,2,Automatisiertes Schaltgetriebe,grey,13.8,l/100km
422.0,LAND ROVER,RANGE ROVER,grün mét.,SUV / Geländewagen,4554,Zuzwil,398 g/km,Occasion,null,16.4 l/100km,5,Allrad,10,1998,Benzin,218,schwarz,70000,5,Automat,grün,16.4,l/100km
781.0,MERCEDES-BENZ,SL 55 AMG,schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,anthrazit,45200,2,Automat,black,14.2,l/100km
849.0,MERCEDES-BENZ,SL 65 AMG,silber,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,2009,Benzin,670,schwarz,34000,2,Automatik-Getriebe,silver,null,""
957.0,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,306,blau,33000,2,Automat,silver,12.7,l/100km
975.0,FERRARI,F355,silber mét.,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,7,1999,Benzin,380,beige,53600,2,Automatik-Getriebe,silver,20.8,l/100km
991.0,MERCEDES-BENZ,SL 55 AMG,silber mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,3,2002,Benzin,476,anthrazit,48200,2,Automat,silver,14.2,l/100km
106.0,AUDI,A8,blau mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,11,2003,Benzin,335,schwarz,26300,5,Automat sequentiell,blue,12.0,l/100km
205.0,FERRARI,F360,bordeaux mét.,Coupé,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,8,1999,Benzin,400,null,30300,2,Automatik-Getriebe,bordeaux,19.3,l/100km
372.0,BMW,M5,grün,Limousine,4941,Zuzwil,336 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,9,1999,Benzin,400,grün,54600,5,Schaltgetriebe manuell,grün,13.9,l/100km
384.0,LANCIA,"",grün,Limousine,2000,Zuzwil,null,Occasion,null,null,2,null,4,1984,Benzin,205,schwarz,13000,2,null,grün,null,""
4.0,CHEVROLET,CORVETTE,anthrazit,Coupé,6162,Zuzwil,291 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2015,Benzin,660,schwarz,200,2,Schaltgetriebe manuell,anthrazit,12.7,l/100km
491.0,MERCEDES-BENZ,SL 65 AMG,rot,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2012,Benzin,730,schwarz,43000,2,Automatik-Getriebe,red,null,""
1018.0,MERCEDES-BENZ,190,silber mét.,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,1,1989,Benzin,195,schwarz,198000,5,Automat,silver,null,""
111.0,VW,PHAETON,blau mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,1,2003,Benzin,420,anthrazit,37800,5,Automat sequentiell,blue,15.6,l/100km
446.0,FERRARI,F360,rot,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,schwarz,58000,2,Automatisiertes Schaltgetriebe,red,19.3,l/100km
499.0,AUDI,A6,rot,Kombi,2671,Zuzwil,254 g/km,Occasion,null,10.6 l/100km,5,Vorderradantrieb,9,2000,Benzin,230,schwarz,45000,5,Schaltgetriebe manuell,red,10.6,l/100km
529.0,LAMBORGHINI,MURCIÉLAGO,schwarz,Coupé,6192,Zuzwil,500 g/km,Occasion,G,21.5 l/100km,2,Allrad,7,2005,Benzin,580,schwarz,49800,2,Automatisiertes Schaltgetriebe,black,21.5,l/100km
587.0,FORD,ESCORT,schwarz,Limousine,1992,Zuzwil,null,Occasion,null,null,3,Allrad,4,1994,Benzin,220,mehrfarbig,11000,5,Schaltgetriebe manuell,black,null,""
683.0,LOTUS,ESPRIT,schwarz mét.,Coupé,3506,Zuzwil,366 g/km,Neu,G,15.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,354,null,150,2,Schaltgetriebe manuell,black,15.7,l/100km
867.0,BMW,735,silber mét.,Limousine,3498,Zuzwil,291 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,238,schwarz,33900,5,Automat sequentiell,silver,12.1,l/100km
398.0,MERCEDES-BENZ,SL 500,grün mét.,Cabriolet,4966,Zuzwil,300 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,1999,Benzin,306,schwarz,16300,0,Automat,grün,12.7,l/100km
399.0,MERCEDES-BENZ,CLS 55 AMG,grün mét.,Limousine,5439,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,2,2006,Benzin,476,mehrfarbig,118300,4,Automat sequentiell,grün,13.6,l/100km
40.0,MERCEDES-BENZ,E 55 AMG,beige mét.,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,6,1998,Benzin,354,schwarz,49900,5,Automat,beige,12.6,l/100km
470.0,BENTLEY,Mulsanne,rot,Limousine,6750,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,9,1986,Benzin,300,grün,101500,5,Automatik-Getriebe,red,null,""
727.0,BMW,550,schwarz mét.,Kombi,4799,Zuzwil,254 g/km,Occasion,G,10.7 l/100km,5,Hinterradantrieb,4,2007,Benzin,367,grau,72000,5,Automat sequentiell,black,10.7,l/100km
93.0,CHEVROLET,CAMARO,blau mét.,Cabriolet,5733,Sursee,null,Occasion,null,null,0,null,3,1969,null,300,schwarz,10000,4,Schaltgetriebe,blue,null,""
1096.0,AUDI,RS6,weiss,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,7,2008,Benzin,580,schwarz,120000,5,Automat sequentiell,white,14.0,l/100km
1110.0,CHEVROLET,Silverado,weiss,Pick-up,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,2,2007,null,0,mehrfarbig,34500,5,Automatik-Getriebe,white,null,""
357.0,BMW,740,grau mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,blau,65400,5,Automatik-Getriebe,grey,null,""
36.0,RENAULT,ALPINE,anthrazit mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1981,Benzin,150,braun,153600,4,Schaltgetriebe manuell,anthrazit,null,""
567.0,BMW,X5,schwarz,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2000,Benzin,286,grau,3600,5,Automat sequentiell,black,13.9,l/100km
993.0,AUDI,A6,silber mét.,Limousine,2392,Zuzwil,233 g/km,Occasion,G,9.7 l/100km,4,Vorderradantrieb,7,2002,Benzin,170,beige,67700,5,Automat stufenlos,silver,9.7,l/100km
1041.0,RENAULT,ALPINE,silber mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1983,Benzin,150,beige,69000,4,Schaltgetriebe manuell,silver,null,""
145.0,MERCEDES-BENZ,190,blau mét.,Limousine,2497,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,10,1990,Benzin,195,schwarz,162000,5,Schaltgetriebe manuell,blue,null,""
537.0,RENAULT,"",schwarz,Limousine,845,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1960,Benzin,33,beige,177000,5,Schaltgetriebe,black,null,""
753.0,AUDI,RS6,schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,59000,5,Automat sequentiell,black,14.6,l/100km
851.0,MERCEDES-BENZ,CL 600,silber,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2000,Benzin,367,schwarz,75400,4,Automat,silver,13.4,l/100km
852.0,PORSCHE,911,silber,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,360,null,47900,4,Schaltgetriebe manuell,silver,12.9,l/100km
898.0,AUDI,R8,silber mét.,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,6,2012,Benzin,560,schwarz,5900,2,Automatisiertes Schaltgetriebe,silver,14.2,l/100km
928.0,AUDI,RS6,silber mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,grau,34000,5,Automat,silver,14.6,l/100km
959.0,PORSCHE,PANAMERA,silber mét.,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,5,2010,Benzin,400,beige,35500,4,Automatisiertes Schaltgetriebe,silver,10.8,l/100km
1046.0,BMW,750,silber mét.,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1997,Benzin,327,schwarz,69600,5,Automat sequentiell,silver,14.2,l/100km
109.0,MASERATI,COUPÉ GT,blau mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,8,2003,Benzin,390,blau,61400,4,Automatik-Getriebe,blue,17.5,l/100km
261.0,MERCEDES-BENZ,CL 500,grau,Coupé,4966,Zuzwil,270 g/km,Neu,G,11.4 l/100km,2,Hinterradantrieb,1,2005,Benzin,306,schwarz,165,4,Automat sequentiell,grey,11.4,l/100km
526.0,LAMBORGHINI,GALLARDO,schwarz,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,6,2008,Benzin,560,schwarz,28500,2,Automatisiertes Schaltgetriebe,black,13.7,l/100km
